1.0,1.010497736158886
2.0,1.9980485723494452
3.0,2.9785007561988177
4.0,3.9909556071944126
5.0,5.005121206187181
6.0,6.003603001432966
7.0,6.972298019132993
8.0,7.998351697430702
9.0,8.94454774800583
10.0,10.01527476012368
11.0,10.974247422815269
12.0,11.99636599089718
13.0,13.003872394963915
14.0,14.002370110407812
15.0,14.948416442194468
16.0,16.002941647872152
17.0,17.015516794557517
18.0,17.97687919741894
19.0,19.00449866100144
20.0,20.009738932163092
21.0,21.027359191340043
22.0,22.006879060583117
23.0,22.98316098616082
24.0,24.043486465988234
25.0,25.023013010391566
26.0,25.971909909201177
27.0,27.01399174435969
28.0,28.067687399279396
29.0,28.99073745246079
30.0,29.997157534461397
31.0,30.98521900965331
32.0,31.98420363971349
33.0,33.0175480028416
34.0,33.98498693708156
35.0,34.99911082216869
36.0,35.96279348427619
37.0,36.99147162461382
38.0,38.03614830666182
39.0,38.99245433730995
40.0,40.00062375383898
41.0,41.000176579017385
42.0,41.99473638395655
43.0,42.98698571963108
44.0,43.99277582523104
45.0,44.98485902689182
46.0,46.03806225546693
47.0,46.91110355377299
48.0,47.98997458038804
49.0,48.99621102924301
50.0,49.994762685968865
51.0,51.01346517991616
52.0,51.933690165180764
53.0,52.99355187420788
54.0,54.03234046541973
55.0,54.99677691906912
56.0,56.017199289837784
57.0,57.01390767668368
58.0,57.99783010276732
59.0,59.001697877281146
1.0,0.9910002308974966
2.0,1.9963989029775184
3.0,3.0156331327079338
4.0,4.012424211372099
5.0,4.9978870647068305
6.0,6.005911869754244
7.0,7.01581400706285
8.0,7.98691935981215
9.0,9.028889777719263
10.0,9.997314902802566
11.0,10.93215918821371
12.0,12.007172414059742
13.0,12.957182077949648
14.0,13.99796666756875
15.0,15.037232203461988
16.0,16.015852791095913
17.0,16.978877743457883
18.0,17.989175924920723
19.0,18.94157427297984
20.0,19.953659794788308
21.0,21.007792587665104
22.0,22.007177142874436
23.0,23.02080728809976
24.0,24.019639507995674
25.0,25.000152046951197
26.0,25.991400742436667
27.0,27.009617911785313
28.0,28.014329791787777
29.0,29.004303834101506
30.0,30.01695978894687
31.0,30.996433899458594
32.0,32.01132909058239
33.0,33.007544857982666
34.0,34.000446406266406
35.0,35.0029714748668
36.0,35.96958941610305
37.0,37.024652878802016
38.0,37.993283137551046
39.0,39.01203681767709
40.0,40.00574724132792
41.0,40.99535609505643
42.0,42.00783707474326
43.0,42.9982024312833
44.0,43.98904016206895
45.0,45.00698586562931
46.0,45.985404122380736
47.0,46.99410997700271
48.0,47.99123460018102
49.0,49.014777544988995
50.0,50.018006225829744
51.0,51.01945024821631
52.0,52.00198567032716
53.0,52.995330293583166
54.0,54.02334546271726
55.0,54.96590469720004
56.0,55.99508300906753
57.0,56.985162313483244
58.0,58.00879823496953
59.0,59.00813388149412
1.0,1.012616309072333
2.0,1.980973880993502
3.0,3.005465598426579
4.0,3.9844594266563007
5.0,5.000822155810564
6.0,5.997380870208957
7.0,7.004543795509965
8.0,7.977334532887067
9.0,9.023813072786274
10.0,9.965342088766002
11.0,10.993572665582029
12.0,11.973945321126822
13.0,13.002066932605013
14.0,13.99547138597948
15.0,14.972526897234072
16.0,16.018081853376046
17.0,17.011956704987984
18.0,18.003285586236203
19.0,19.023782419422417
20.0,19.996782829063434
21.0,20.99429736333922
22.0,22.006564866397458
23.0,23.01645060406162
24.0,24.01524553848426
25.0,24.999194080519317
26.0,26.011296217978845
